,pdbid,-logKd/Ki,resolution
17479,5x74,8.64,2.25
17480,5zwi,8.64,2.4
17481,6dki,8.64,2.11
17482,6e3m,8.64,2.65
17483,6gcw,8.64,2
17484,6hd4,8.64,2.03
17485,6jjz,8.64,1.65
17486,6std,8.64,1.8
17487,6un3,8.64,1.9
17488,2oax,8.65,2.29
17489,4kp0,8.65,2.8
17490,1i9n,8.66,1.86
17491,1n9a,8.66,3.2
17492,2i47,8.66,1.9
17493,2pja,8.66,1.7
17494,2rg6,8.66,1.72
17495,2x39,8.66,1.93
17496,3cjo,8.66,2.28
17497,3d1x,8.66,1.05
17498,3kqc,8.66,2.2
17499,3nox,8.66,2.34
17500,3s68,8.66,1.85
17501,3t19,8.66,2.6
17502,3u8k,8.66,2.47
17503,3vnt,8.66,1.64
17504,4bbf,8.66,2
17505,4p0n,8.66,2.08
17506,5edu,8.66,2.79
17507,5epn,8.66,2.3
17508,5f4n,8.66,1.91
17509,5hgc,8.66,2.43
17510,5hu1,8.66,1.5
17511,5n93,8.66,2.1
17512,5td2,8.66,2.68
17513,5tq3,8.66,2.69
17514,6b5t,8.66,2.22
17515,6ds0,8.66,3.19
17516,6e5b,8.66,2.77
17517,3u1y,8.67,2
17518,6aqf,8.67,2.51
17519,6.00E+59,8.67,3.4
17520,2nw4,8.68,3
17521,2qd6,8.68,1.28
17522,3c6t,8.68,2.7
17523,3iw4,8.68,2.8
17524,3jsi,8.68,2.72
17525,3m8p,8.68,2.67
17526,3p76,8.68,1.93
17527,3s3r,8.68,2.64
17528,4jmh,8.68,2.41
17529,4lgu,8.68,2
17530,5a3s,8.68,3.3
17531,5f1z,8.68,2.65
17532,6ge0,8.68,1.82
17533,6h96,8.68,1.55
17534,6jut,8.68,2.1
17535,2q55,8.69,1.9
17536,5cj6,8.69,2.07
17537,1bcd,8.7,1.9
17538,1bji,8.7,2
17539,1dmt,8.7,2.1
17540,1f9e,8.7,2.9
17541,1g4j,8.7,1.84
17542,1haa,8.7,NMR
17543,1hfs,8.7,1.7
17544,1ida,8.7,1.7
17545,1jgl,8.7,2.15
17546,1jiz,8.7,2.6
17547,1jyq,8.7,2
17548,1lnm,8.7,1.9
17549,1npa,8.7,2
17550,1npw,8.7,2
17551,1ohr,8.7,2.1
17552,1pxo,8.7,1.96
17553,1rne,8.7,2.4
17554,1svg,8.7,2.02
17555,1t7j,8.7,2.2
17556,1w13,8.7,2
17557,1xap,8.7,2.1
17558,1y0x,8.7,3.1
17559,2b7d,8.7,2.24
17560,2be2,8.7,2.43
17561,2bpm,8.7,2.4
17562,2bvx,8.7,3.2
17563,2dbl,8.7,2.9
17564,2f8g,8.7,1.22
17565,2fl2,8.7,2.5
17566,2fmb,8.7,1.8
17567,2fr3,8.7,1.48
17568,2h4n,8.7,1.9
17569,2hm1,8.7,2.2
17570,2i0e,8.7,2.6
17571,2i3z,8.7,2.9
17572,2jh0,8.7,1.7
17573,2k31,8.7,NMR
17574,2nnq,8.7,1.8
17575,2nwl,8.7,2.96
17576,2oaz,8.7,1.9
17577,2ojj,8.7,2.4
17578,2ovx,8.7,2
17579,2pcp,8.7,2.2
17580,2q2z,8.7,3
17581,2uwo,8.7,1.75
17582,2vj8,8.7,1.8
17583,2vnn,8.7,1.87
17584,2w0d,8.7,2
17585,2w17,8.7,2.15
17586,2wf1,8.7,1.6
17587,2wgj,8.7,2
17588,2wxv,8.7,2.6
17589,2wyg,8.7,1.88
17590,2x2i,8.7,2.6
17591,2xvd,8.7,1.7
17592,2y5f,8.7,1.29
17593,2y7z,8.7,1.84
17594,2y81,8.7,1.7
17595,2yac,8.7,2.2
17596,2yak,8.7,2.2
17597,3be2,8.7,1.75
17598,3bla,8.7,2.6
17599,3brn,8.7,2
17600,3d9z,8.7,1.65
17601,3da6,8.7,2
17602,3eqr,8.7,2
17603,3fdm,8.7,2.26
17604,3ge7,8.7,1.5
17605,3hvj,8.7,1.79
17606,3hwn,8.7,2.33
17607,3i5z,8.7,2.2
17608,3i60,8.7,2.5
17609,3ik3,8.7,1.9
17610,3l1s,8.7,2.9
17611,3lgp,8.7,1.9
17612,3lvp,8.7,3
17613,3oot,8.7,2.55
17614,3oyp,8.7,2.76
17615,3oz1,8.7,3
17616,3pa5,8.7,1.7
17617,3ppj,8.7,3.7
17618,3qc4,8.7,1.8
17619,3qk0,8.7,2.85
17620,3s73,8.7,1.75
17621,3thb,8.7,2.5
17622,3wc5,8.7,1.7
17623,4a7i,8.7,2.4
17624,4bah,8.7,1.94
17625,4d89,8.7,1.65
17626,4d8c,8.7,2.07
17627,4eo6,8.7,1.79
17628,4f1s,8.7,3
17629,4hxw,8.7,1.69
17630,4hy1,8.7,1.9
17631,4i5h,8.7,1.9
17632,4j53,8.7,2.5
17633,4jjg,8.7,2.5
17634,4jlg,8.7,1.9
17635,4k6z,8.7,2.73
17636,4lgh,8.7,2.84
17637,4lxa,8.7,1.95
17638,4n4v,8.7,2
17639,4nwk,8.7,1.62
17640,4o12,8.7,2.5
17641,4o15,8.7,1.8
17642,4occ,8.7,1.8
17643,4ps3,8.7,2.9
17644,4q1c,8.7,2
17645,4r5a,8.7,1.64
17646,4rce,8.7,2.4
17647,4rwj,8.7,2.49
17648,4uj9,8.7,1.87
17649,4unr,8.7,1.98
17650,4x7o,8.7,2.65
17651,4xmo,8.7,1.75
17652,4yhp,8.7,2.53
17653,4yth,8.7,2.04
17654,4zg7,8.7,1.75
17655,4zwx,8.7,1.7
17656,4zwy,8.7,1.5
17657,4zwz,8.7,1.62
17658,5bnj,8.7,2.64
17659,5c2e,8.7,2.1
17660,5dk4,8.7,1.9
17661,5e2o,8.7,2.08
17662,5e8r,8.7,2.55
17663,5edq,8.7,2.8
17664,5hcv,8.7,2.5
17665,5hg5,8.7,1.52
17666,5ih9,8.7,1.79
17667,5k0i,8.7,1.3
17668,5kks,8.7,3.3
17669,5ml4,8.7,2.4
17670,5nk4,8.7,1.45
17671,5sz2,8.7,1.63
17672,5t2i,8.7,2.3
17673,5tw3,8.7,2.85
17674,5tzy,8.7,3.22
17675,5u00,8.7,1.41
17676,5ufr,8.7,2.07
17677,5ug8,8.7,1.46
17678,5vgo,8.7,1.62
17679,5w86,8.7,2.61
17680,5x8i,8.7,1.9
17681,5zkb,8.7,2.95
17682,6awo,8.7,3.53
17683,6cyd,8.7,1.69
17684,6d3y,8.7,1.32
17685,6e3n,8.7,3.19
17686,6e3o,8.7,3.19
17687,6e3p,8.7,2.8
17688,6edl,8.7,2.8
17689,6f22,8.7,1.55
17690,6gev,8.7,1.54
17691,6ibx,8.7,2.11
17692,6o9d,8.7,2.51
17693,6omu,8.7,1.41
17694,6p1l,8.7,2.8
17695,6r0x,8.7,3.13
17696,3t9t,8.71,1.65
17697,1c12,8.72,2.6
17698,1eub,8.72,NMR
17699,1hc9,8.72,1.8
17700,1hkm,8.72,2.55
17701,1o5m,8.72,2.3
17702,1x76,8.72,2.2
17703,2pjc,8.72,1.74
17704,2wj1,8.72,1.84
17705,3ckz,8.72,1.9
17706,3lik,8.72,1.8
17707,3p8o,8.72,2.3
17708,3pwh,8.72,3.3
17709,3ts4,8.72,1.59
17710,3vf9,8.72,2.3
17711,4bkj,8.72,1.7
17712,4crc,8.72,1.6
17713,4hhy,8.72,2.36
17714,4ish,8.72,1.82
17715,4ivb,8.72,1.9
17716,4q1b,8.72,2.15
17717,4tv3,8.72,2.85
17718,4x6o,8.72,2.1
17719,4xg8,8.72,2.4
17720,5c42,8.72,3.5
17721,5c4u,8.72,2.08
17722,5ikb,8.72,2.05
17723,5j74,8.72,2.7
17724,5jg1,8.72,1.16
17725,5lrj,8.72,2.2
17726,5zwh,8.72,2.38
17727,6b1f,8.72,1.44
17728,6b1h,8.72,1.8
17729,6br2,8.72,3.18
17730,6br3,8.72,3
17731,6dj7,8.72,1.31
17732,1cin,8.73,2.1
17733,1b6k,8.74,1.85
17734,1bl4,8.74,1.9
17735,1mjj,8.74,2.1
17736,1pxh,8.74,2.15
17737,1sdv,8.74,1.4
17738,2anm,8.74,2.4
17739,2fl5,8.74,3
17740,2opb,8.74,2.8
17741,2vkm,8.74,2.05
17742,2wtv,8.74,2.4
17743,3ce3,8.74,2.4
17744,3eml,8.74,2.6
17745,3q32,8.74,2.5
17746,3r7r,8.74,2.9
17747,3rz1,8.74,1.51
17748,3ti3,8.74,1.8
17749,4ei4,8.74,2.22
17750,4gii,8.74,2.31
17751,5k13,8.74,1.85
17752,5vkc,8.74,2.31
17753,5zk3,8.74,2.6
17754,5zwf,8.74,2.1
17755,6d78,8.74,2.35
17756,6gdg,8.74,4.11
17757,6n3n,8.74,3.01
17758,6o94,8.74,1.98
17759,3wt7,8.75,2.4
17760,1bnv,8.77,2.4
17761,1d4l,8.77,1.75
17762,1lq2,8.77,2.7
17763,1qft,8.77,1.25
17764,1ros,8.77,2
17765,1x38,8.77,1.7
17766,1xpc,8.77,1.6
17767,1zp8,8.77,2.02
17768,1zuc,8.77,2
17769,2cne,8.77,1.8
17770,2itt,8.77,2.73
17771,2j7x,8.77,2.1
17772,2uz6,8.77,2.4
17773,2wkz,8.77,1.7
17774,2yis,8.77,2
17775,3b5r,8.77,1.8
17776,3e4a,8.77,2.6
17777,3qdd,8.77,1.79
17778,3s3q,8.77,1.8
17779,4d09,8.77,2.5
17780,4e4l,8.77,2
17781,4ekg,8.77,2.8
17782,4frs,8.77,1.7
17783,4kql,8.77,2.31
17784,4m0f,8.77,2.3
17785,4rss,8.77,1.83
17786,4yhq,8.77,1.3
17787,4yt7,8.77,2.3
17788,5abh,8.77,1.95
17789,5ea3,8.77,2.75
17790,5fgk,8.77,2.36
17791,5i7u,8.77,1.95
17792,5n7v,8.77,2.52
17793,5wal,8.77,2.45
17794,5znl,8.77,2.8
17795,6b5r,8.77,1.78
17796,6eds,8.77,3.18
17797,6jse,8.77,2
17798,6mq3,8.77,3.57
17799,4b7n,8.78,2.84
17800,6me5,8.78,3.2
17801,5y80,8.79,2.5
17802,6cdp,8.79,2.46
17803,1cj1,8.8,3
17804,1csi,8.8,1.7
17805,1f1j,8.8,2.35
17806,1fkn,8.8,1.9
17807,1g46,8.8,1.84
17808,1ryf,8.8,1.75
17809,1w5w,8.8,1.8
17810,2amv,8.8,2.3
17811,2ll7,8.8,NMR
17812,2q2y,8.8,2.5
17813,2q7m,8.8,4.25
17814,2xn6,8.8,1.29
17815,3d1z,8.8,1.3
17816,3eyg,8.8,1.9
17817,3idp,8.8,2.7
17818,3oaf,8.8,1.7
17819,3rt4,8.8,1.7
17820,3skc,8.8,3.2
17821,3vyf,8.8,2.8
17822,4g2w,8.8,2.28
17823,4ge9,8.8,2.43
17824,4gk2,8.8,2.19
17825,4ksp,8.8,2.93
17826,4ngq,8.8,2.08
17827,4z9l,8.8,2.1
17828,5cau,8.8,2.25
17829,5e2p,8.8,2.11
17830,5j8x,8.8,2.53
17831,5k32,8.8,1.99
17832,5vm0,8.8,1.79
17833,5vpm,8.8,2.9
17834,5zhn,8.8,2.65
17835,6bln,8.8,1.3
17836,6j5l,8.8,2.3
17837,6nzh,8.8,2.73
17838,6rne,8.8,1.65
17839,6stl,8.8,1.3
17840,1ork,8.81,2.4
17841,1yz3,8.81,2.4
17842,1cim,8.82,2.1
17843,1czk,8.82,1.9
17844,1g54,8.82,1.86
17845,1m0b,8.82,2.45
17846,2ckm,8.82,2.15
17847,2ghg,8.82,3.5
17848,2giu,8.82,2.2
17849,2hvc,8.82,2.1
17850,2p93,8.82,1.9
17851,2r4f,8.82,1.7
17852,2r9m,8.82,1.97
17853,2zcq,8.82,2.38
17854,2zxg,8.82,1.55
17855,3bz3,8.82,2.2
17856,3fvk,8.82,1.5
17857,3nu4,8.82,1.2
17858,3que,8.82,2.7
17859,3tlh,8.82,2
17860,3zlo,8.82,2.6
17861,4hrd,8.82,2.8
17862,4i5c,8.82,2.1
17863,4jmg,8.82,1.4
17864,4ks1,8.82,2.2
17865,4na8,8.82,2.3
17866,4oys,8.82,2.9
17867,4x6n,8.82,2.1
17868,5bvn,8.82,2.21
17869,5bvw,8.82,1.94
17870,5iua,8.82,2.2
17871,5k0m,8.82,1.83
17872,5kby,8.82,2.24
17873,5kos,8.82,2.41
17874,5lrg,8.82,2.02
17875,5lrk,8.82,2.3
17876,5ta6,8.82,2.5
17877,5tob,8.82,2.12
17878,5u3b,8.82,2
17879,5uex,8.82,2.29
17880,5vil,8.82,2.64
17881,5zeq,8.82,1.9
17882,6g4y,8.82,2.65
17883,6mny,8.82,2.8
17884,6nt2,8.82,2.48
17885,1lhu,8.83,1.8
17886,3mxd,8.83,1.95
17887,4btt,8.84,2.59
17888,1d4i,8.85,1.81
17889,1u3s,8.85,2.5
17890,2avo,8.85,1.1
17891,2obf,8.85,2.3
17892,2qlf,8.85,2.8
17893,3b67,8.85,1.9
17894,3.00E+93,8.85,2
17895,3itz,8.85,2.25
17896,3nzu,8.85,2.6
17897,3ppk,8.85,3
17898,3prf,8.85,2.9
17899,3r2f,8.85,2.53
17900,3vo3,8.85,1.52
17901,3vsx,8.85,2.8
17902,3wyl,8.85,2.68
17903,4gj3,8.85,2.5
17904,4hvd,8.85,1.85
17905,4j6i,8.85,2.9
17906,4mu7,8.85,1.79
17907,5cas,8.85,2.1
17908,5ef8,8.85,2.6
17909,5ivn,8.85,1
17910,5jau,8.85,1.95
17911,5mlj,8.85,1.8
17912,5tx3,8.85,2.9
17913,5uoo,8.85,1.69
17914,5w0i,8.85,1.43
17915,5zz2,8.85,2.6
17916,6ayt,8.85,1.85
17917,6dz2,8.85,1.99
17918,6e1a,8.85,3.1
17919,6nss,8.85,1.97
17920,2feq,8.86,2.44
17921,2xej,8.87,1.78
17922,2ycs,8.87,2.35
17923,3c6u,8.87,2.7
17924,3tic,8.87,1.89
17925,5lwm,8.87,1.55
17926,4hzw,8.88,1.7
17927,6c7j,8.88,1.85
17928,1i90,8.89,2
17929,1lek,8.89,2.15
17930,1n3i,8.89,1.9
17931,1nfy,8.89,2.1
17932,1nt1,8.89,2
17933,1xp9,8.89,1.8
17934,1ztq,8.89,2
17935,2h5i,8.89,1.69
17936,2idw,8.89,1.1
17937,2lpr,8.89,2.25
17938,2onz,8.89,2.8
17939,2y7x,8.89,1.9
17940,3a4o,8.89,3
17941,3ekp,8.89,2.15
17942,3km4,8.89,1.9
17943,3rin,8.89,2.2
17944,3sx9,8.89,2.65
17945,3u8m,8.89,2.7
17946,3v66,8.89,1.8
17947,3vhc,8.89,1.41
17948,3wke,8.89,2.75
17949,3zos,8.89,1.92
17950,3zze,8.89,1.87
17951,4cli,8.89,2.05
17952,4cst,8.89,1.1
17953,4e3i,8.89,1.6
17954,4hy5,8.89,1.75
17955,4lqg,8.89,1.77
17956,4mcv,8.89,2.73
17957,4psh,8.89,2.6
17958,4pxm,8.89,1.9
17959,4qyh,8.89,1.9
17960,4yc9,8.89,1.82
17961,5aac,8.89,1.7
17962,5fnu,8.89,1.78
17963,5ipj,8.89,2.1
17964,5mty,8.89,2.31
17965,5v8v,8.89,2.6
17966,5vrp,8.89,3.22
17967,5wfj,8.89,2.48
17968,5zk8,8.89,3
17969,6b2p,8.89,3.01
17970,6bkh,8.89,1.79
17971,6dz3,8.89,1.91
17972,6.00E+22,8.89,1.6
17973,6f7b,8.89,2
17974,6hmx,8.89,2.53
17975,6n0p,8.89,2.37
17976,6nze,8.89,1.96
17977,1i8z,8.9,1.93
17978,1uze,8.9,1.82
17979,3egt,8.9,2
17980,5m23,8.9,1.97
17981,6sdc,8.9,1.67
17982,1lhv,8.91,2
17983,4bak,8.91,1.94
17984,1bim,8.92,2.8
17985,1ec1,8.92,2.1
17986,1kzn,8.92,2.3
17987,1n95,8.92,2.3
17988,1r1h,8.92,1.95
17989,1xoz,8.92,1.37
17990,2w1i,8.92,2.6
17991,3k37,8.92,2
17992,3mg8,8.92,2.59
17993,4e3j,8.92,1.8
17994,4e6d,8.92,2.22
17995,4fod,8.92,2
17996,4hdc,8.92,2.05
17997,4heg,8.92,1.46
17998,4hrc,8.92,2.8
17999,4mti,8.92,2.15
18000,4mxa,8.92,3
18001,4onf,8.92,2
18002,5ew3,8.92,2.5
18003,5hcy,8.92,2.46
18004,5kbf,8.92,2
18005,5ljt,8.92,1
18006,5n24,8.92,1.5
18007,5sz1,8.92,1.55
18008,6d3z,8.92,2
18009,6oe0,8.92,1.3
18010,6bqg,8.93,3
18011,6hzc,8.93,1.9
18012,1i91,8.94,2
18013,3uza,8.94,3.27
18014,4bam,8.94,1.88
18015,2z7g,8.95,2.52
18016,3ti5,8.95,1.9
18017,5nhh,8.95,1.94
18018,1doj,8.96,1.7
18019,1j37,8.96,2.4
18020,1ld7,8.96,2
18021,1n94,8.96,3.5
18022,1nfw,8.96,2.1
18023,1qon,8.96,2.72
18024,2p4j,8.96,2.5
18025,2qhc,8.96,2.8
18026,3dcc,8.96,1.6
18027,3i9g,8.96,1.9
18028,3krj,8.96,2.1
18029,3rz7,8.96,1.8
18030,3s7a,8.96,1.8
18031,3ue4,8.96,2.42
18032,3v5p,8.96,2.1
18033,4ag8,8.96,1.95
18034,4bdt,8.96,3.1
18035,4k18,8.96,2.05
18036,4ptc,8.96,2.71
18037,4und,8.96,2.2
18038,4xo8,8.96,1.7
18039,4zjc,8.96,2.83
18040,5a69,8.96,2.2
18041,5aei,8.96,1.83
18042,5cf8,8.96,1.8
18043,5drs,8.96,1.1
18044,5een,8.96,1.86
18045,5iu7,8.96,1.9
18046,5nad,8.96,2.8
18047,5wqc,8.96,1.96
18048,5wr7,8.96,2.76
18049,5ws3,8.96,2.3
18050,5zwe,8.96,2.72
18051,6f7q,8.96,2.6
18052,6rjp,8.96,2.57
18053,5tbe,8.97,2.44
18054,5ur1,8.97,2.2
18055,6cdo,8.97,2.1
18056,6h7l,8.97,2.7
18057,6hzb,8.98,1.9
18058,5vp9,8.99,1.86
18059,1ag9,9,1.8
18060,1apv,9,1.8
18061,1ba8,9,1.8
18062,1czr,9,1.9
18063,1dbb,9,2.7
18064,1e3g,9,2.4
18065,1fm9,9,2.1
18066,1gvu,9,0.94
18067,1hef,9,2.2
18068,1hiv,9,2
18069,1iyl,9,3.2
18070,1jii,9,3.2
18071,1k27,9,1.95
18072,1lcj,9,1.8
18073,1mq5,9,2.1
18074,1mu8,9,2
18075,1mxo,9,1.83
18076,1pop,9,2.1
18077,1rm8,9,1.8
18078,1syo,9,2.2
18079,1sz0,9,2.1
18080,1xp0,9,1.79
18081,1y0l,9,2.5
18082,2asu,9,1.85
18083,2b7a,9,2
18084,2ban,9,2.95
18085,2i03,9,2.4
18086,2i4t,9,2.74
18087,2ien,9,1.3
18088,2iok,9,2.4
18089,2j4i,9,1.8
18090,2ofu,9,2
18091,2on3,9,3
18092,2oo8,9,2.2
18093,2ow1,9,2.2
18094,2p4y,9,2.25
18095,2r0u,9,1.9
18096,2r2l,9,2.23
18097,2r6n,9,1.95
18098,2rcx,9,2
18099,2rgu,9,2.6
18100,2w05,9,1.9
18101,2wxj,9,2.6
18102,2wyj,9,2.38
18103,2xp2,9,1.9
18104,3dcw,9,1.5
18105,3dd0,9,1.48
18106,3er5,9,1.8
18107,3i0s,9,2.7
18108,3iad,9,2.65
18109,3irx,9,2.8
18110,3jrx,9,2.5
18111,3jxw,9,2.8
18112,3jy9,9,2.1
18113,3k54,9,1.94
18114,3k98,9,2.4
18115,3kc1,9,2.25
18116,3kw9,9,1.8
18117,3lhs,9,1.3
18118,3li2,9,2.2
18119,3m1s,9,3.13
18120,3nw9,9,1.65
18121,3o1g,9,1.65
18122,3pa3,9,1.4
18123,3r02,9,1.95
18124,3tjd,9,2.9
18125,3tkm,9,1.95
18126,3u6h,9,2
18127,3u6i,9,2.1
18128,3u8w,9,2.15
18129,3ui7,9,2.28
18130,3uri,9,2.1
18131,4c2v,9,1.49
18132,4dei,9,2.05
18133,4dmy,9,1.63
18134,4flh,9,2.6
18135,4gee,9,1.7
18136,4ggl,9,1.69
18137,4gm3,9,3.39
18138,4gm8,9,2.6
18139,4h3f,9,1.7
18140,4hyh,9,1.7
18141,4iwd,9,1.99
18142,4ktc,9,2.3
18143,4l8m,9,2.1
18144,4lj3,9,1.7
18145,4mk8,9,2.09
18146,4mka,9,2.05
18147,4o6e,9,1.95
18148,4ps8,9,2.99
18149,4qgg,9,1.62
18150,4qgh,9,1.78
18151,4r1v,9,1.2
18152,4rio,9,2.69
18153,4rvm,9,1.86
18154,4s2i,9,1.6
18155,4uib,9,1.94
18156,4uwk,9,2.83
18157,4whz,9,1.79
18158,4wx6,9,2.15
18159,4x5q,9,1.12
18160,4x60,9,2.35
18161,4x61,9,2.85
18162,4xyf,9,1.85
18163,4ys7,9,2.5
18164,5bpa,9,1.79
18165,5dxh,9,3
18166,5ef7,9,1.9
18167,5eyd,9,1.85
18168,5hdu,9,1.58
18169,5if4,9,2.39
18170,5iis,9,2.1
18171,5kkt,9,2.8
18172,5ljq,9,1.05
18173,5ls6,9,3.47
18174,5myk,9,1.6
18175,5nu1,9,1.85
18176,5q0d,9,2.12
18177,5t8j,9,2.7
18178,5tl9,9,1.2
18179,5tza,9,1.7
18180,5zo7,9,2.6
18181,6bfa,9,2.8
18182,6bqk,9,1.97
18183,6bsl,9,1.45
18184,6bw8,9,2.9
18185,6c7r,9,1.5
18186,6ck6,9,3.32
18187,6hkj,9,2.09
18188,6hrp,9,1.12
18189,6hrt,9,1.36
18190,6mle,9,1.86
18191,6nzm,9,1.72
18192,6o1g,9,2.2
18193,6ow7,9,1.45
18194,6pyr,9,2.21
18195,6qgj,9,1.9
18196,8hvp,9,2.5
18197,2fes,9.01,2.42
18198,2q54,9.01,1.85
18199,3jzb,9.01,2.01
18200,4baq,9.01,1.89
18201,4omd,9.01,2.7
18202,4wri,9.01,1.4
18203,5e2s,9.01,1.5
18204,6cyb,9.02,1.62
18205,2ql9,9.03,2.14
18206,3lj3,9.03,2.43
18207,4gg5,9.03,2.42
18208,4jh0,9.03,2.35
18209,4ppc,9.03,2.95
18210,4xtw,9.03,2.3
18211,5axp,9.03,1.95
18212,5kgn,9.03,1.95
18213,5w0e,9.03,1.41
18214,6b7h,9.03,2.82
18215,6dz0,9.03,1.62
18216,1ec3,9.04,1.8
18217,1g53,9.04,1.94
18218,1qkt,9.04,2.2
18219,3g4g,9.04,2.3
18220,3g4i,9.04,1.9
18221,3m37,9.04,1.9
18222,3r0t,9.04,1.75
18223,3vfb,9.04,1.55
18224,4od0,9.04,2.92
18225,5tvn,9.04,2.9
18226,6c4d,9.04,2.52
18227,6nzf,9.04,2.39
18228,1ebw,9.05,1.81
18229,1ezq,9.05,2.2
18230,1kdk,9.05,1.7
18231,1ni1,9.05,2.3
18232,1pbk,9.05,2.5
18233,1s63,9.05,1.9
18234,1udu,9.05,2.83
18235,2i6a,9.05,2.2
18236,2v12,9.05,3.2
18237,3hb4,9.05,2.21
18238,3nu9,9.05,1.85
18239,3ti8,9.05,1.6
18240,3tt0,9.05,2.8
18241,3vuc,9.05,2.6
18242,4an2,9.05,2.5
18243,4aqc,9.05,1.9
18244,4e4n,9.05,1.9
18245,4i72,9.05,2.05
18246,4m3m,9.05,2.1
18247,4uja,9.05,1.93
18248,4xkx,9.05,1.8
18249,5bqi,9.05,1.88
18250,5i5z,9.05,2.6
18251,5l7f,9.05,1.8
18252,5m7s,9.05,2.4
18253,5vfc,9.05,1.64
18254,5vo6,9.05,2.65
18255,6c2t,9.05,1.73
18256,1you,9.06,2.3
18257,2byp,9.06,2.07
18258,3eq8,9.06,2.73
18259,3fc2,9.06,2.45
18260,4nau,9.06,2.33
18261,5aab,9.06,2.2
18262,5t54,9.06,1.65
18263,5trf,9.06,2.1
18264,1nw4,9.07,2.2
18265,2qd8,9.07,1.35
18266,3gba,9.07,1.35
18267,4cmo,9.07,1.83
18268,4jnj,9.07,1.9
18269,4oo9,9.07,2.6
18270,4pv0,9.07,2
18271,4xk9,9.07,2.2
18272,6e4f,9.07,1.15
18273,1bnw,9.08,2.25
18274,1lhw,9.08,1.75
18275,1tu6,9.08,1.75
18276,1xmu,9.08,2.3
18277,2rkf,9.08,1.8
18278,3a2o,9.08,0.88
18279,3aox,9.08,1.75
18280,3dst,9.08,1.9
18281,3ffg,9.08,1.54
18282,3sue,9.08,2.2
18283,3x00,9.08,1.3
18284,4qn7,9.08,2.3
18285,6ckw,9.08,2.06
18286,1akr,9.09,1.58
18287,1d3d,9.09,2.04
18288,1msn,9.09,2
18289,2g5t,9.09,2.3
18290,2v58,9.09,2.1
18291,2w8y,9.09,1.8
18292,3agm,9.09,2
18293,3eq7,9.09,2.89
18294,3mw1,9.09,2.8
18295,4kp6,9.09,1.5
18296,4zls,9.09,1.53
18297,5kw2,9.09,2.76
18298,6cdm,9.09,2.41
18299,1akq,9.1,1.9
18300,1h22,9.1,2.15
18301,1sj0,9.1,1.9
18302,2b5j,9.1,2.9
18303,2c6e,9.1,2.1
18304,2q1j,9.1,1.9
18305,2qd7,9.1,1.11
18306,2yiw,9.1,2
18307,2z92,9.1,2.3
18308,3byu,9.1,2.3
18309,3ds6,9.1,2.9
18310,3g72,9.1,1.9
18311,3gnw,9.1,2.39
18312,3kck,9.1,2.2
18313,3krl,9.1,2.4
18314,3lea,9.1,2
18315,3lpk,9.1,1.93
18316,3mdz,9.1,2.32
18317,3o56,9.1,2.42
18318,3pwm,9.1,1.46
18319,3qri,9.1,2.1
18320,3uok,9.1,2.95
18321,3vf7,9.1,1.3
18322,4az6,9.1,1.36
18323,4e3k,9.1,1.43
18324,4hws,9.1,1.7
18325,4mwq,9.1,2
18326,4n1t,9.1,1.6
18327,4ppa,9.1,2.67
18328,5eek,9.1,1.59
18329,5gmp,9.1,2.8
18330,5ivt,9.1,1.15
18331,5ncz,9.1,1.94
18332,5nwz,9.1,2.37
18333,5sz0,9.1,1.63
18334,5t2d,9.1,2.9
18335,6aum,9.1,2.95
18336,6c2r,9.1,1.96
18337,6gg8,9.1,1.8
18338,6sd9,9.1,2.35
18339,6sq0,9.1,1.77
18340,1d9i,9.11,2.3
18341,1rhk,9.11,2.5
18342,4xu0,9.11,1.6
18343,3ttp,9.12,2.23
18344,3v6s,9.12,2.97
18345,5b4l,9.12,2.4
18346,5nkb,9.12,1.5
18347,5vad,9.12,2.36
18348,1ove,9.13,2.1
18349,1ta6,9.13,1.9
18350,2wb5,9.13,2.31
18351,3su3,9.13,1.3
18352,3gen,9.14,1.6
18353,3qg6,9.14,2.5
18354,3zmm,9.14,2.51
18355,4n1z,9.14,2.35
18356,5dhg,9.14,3
18357,5j20,9.14,1.76
18358,5l30,9.14,1.73
18359,5t8e,9.14,2.71
18360,1ayu,9.15,2.2
18361,1czl,9.15,1.8
18362,1d5j,9.15,2.6
18363,1pig,9.15,2.2
18364,2fde,9.15,2.7
18365,2qmg,9.15,1.89
18366,2wxg,9.15,2
18367,2xjx,9.15,1.66
18368,3a3y,9.15,2.8
18369,3bhx,9.15,1.6
18370,3d91,9.15,2.2
18371,3ibu,9.15,1.41
18372,3rsv,9.15,2.5
18373,3sn7,9.15,1.82
18374,3snl,9.15,2.4
18375,4bsq,9.15,1.96
18376,4clj,9.15,1.66
18377,4mf1,9.15,2.11
18378,4p6w,9.15,1.95
18379,4pqn,9.15,1.71
18380,4ql8,9.15,2.1
18381,4rcd,9.15,1.9
18382,4udb,9.15,2.36
18383,4xg9,9.15,2.91
18384,4y8y,9.15,2.6
18385,5aml,9.15,1.36
18386,5ism,9.15,2
18387,5j18,9.15,NMR
18388,5kr0,9.15,1.8
18389,5ntp,9.15,1.7
18390,5zxi,9.15,2.1
18391,6aak,9.15,2.67
18392,6bvh,9.15,1.93
18393,6c7q,9.15,1.51
18394,6dkb,9.15,2.68
18395,6gop,9.15,2.9
